,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
324,Brazil,Santa Catarina,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
325,Brazil,Santa Catarina,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
326,Brazil,Santa Catarina,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
327,Brazil,Santa Catarina,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
328,Brazil,Santa Catarina,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
329,Brazil,Sergipe,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
330,Brazil,Sergipe,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
331,Brazil,Sergipe,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
332,Brazil,Sergipe,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
333,Brazil,Sergipe,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
334,Brazil,Sergipe,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
335,Brazil,Sergipe,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
336,Brazil,Sao Paulo,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
337,Brazil,Sao Paulo,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
338,Brazil,Sao Paulo,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
339,Brazil,Sao Paulo,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
340,Brazil,Sao Paulo,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
341,Brazil,Sao Paulo,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
342,Brazil,Sao Paulo,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
343,Brazil,Tocantins,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
344,Brazil,Tocantins,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
345,Brazil,Tocantins,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
346,Brazil,Tocantins,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
347,Brazil,Tocantins,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
348,Brazil,Tocantins,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
349,Brazil,Tocantins,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
350,Brazil,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
351,Brazil,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
352,Brazil,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
353,Brazil,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
354,Brazil,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
355,Brazil,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
356,Brazil,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
357,Barbados,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
358,Barbados,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
359,Barbados,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
360,Barbados,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
361,Barbados,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
362,Barbados,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
363,Barbados,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
364,Brunei,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
365,Brunei,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
366,Brunei,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
367,Brunei,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
368,Brunei,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
369,Brunei,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
370,Brunei,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
371,Bhutan,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
372,Bhutan,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
373,Bhutan,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
374,Bhutan,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
375,Bhutan,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
376,Bhutan,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
377,Bhutan,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
378,Botswana,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
379,Botswana,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
380,Botswana,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
381,Botswana,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
382,Botswana,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
383,Botswana,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
384,Botswana,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
385,Central African Republic,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
386,Central African Republic,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
387,Central African Republic,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
388,Central African Republic,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
389,Central African Republic,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
390,Central African Republic,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
391,Central African Republic,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
392,Canada,Alberta,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
393,Canada,Alberta,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
394,Canada,Alberta,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
395,Canada,Alberta,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
396,Canada,Alberta,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
397,Canada,Alberta,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
398,Canada,Alberta,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
399,Canada,British Columbia,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
400,Canada,British Columbia,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
401,Canada,British Columbia,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
402,Canada,British Columbia,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
403,Canada,British Columbia,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
404,Canada,British Columbia,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
405,Canada,British Columbia,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
406,Canada,Manitoba,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
407,Canada,Manitoba,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
408,Canada,Manitoba,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
409,Canada,Manitoba,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
410,Canada,Manitoba,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
411,Canada,Manitoba,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
412,Canada,Manitoba,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
413,Canada,New Brunswick,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
414,Canada,New Brunswick,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
415,Canada,New Brunswick,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
416,Canada,New Brunswick,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
417,Canada,New Brunswick,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
418,Canada,New Brunswick,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
419,Canada,New Brunswick,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
420,Canada,Newfoundland and Labrador,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
421,Canada,Newfoundland and Labrador,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
422,Canada,Newfoundland and Labrador,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
423,Canada,Newfoundland and Labrador,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
424,Canada,Newfoundland and Labrador,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
425,Canada,Newfoundland and Labrador,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
426,Canada,Newfoundland and Labrador,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
427,Canada,Nova Scotia,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
428,Canada,Nova Scotia,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
429,Canada,Nova Scotia,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
430,Canada,Nova Scotia,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
431,Canada,Nova Scotia,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
432,Canada,Nova Scotia,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
433,Canada,Nova Scotia,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
434,Canada,Northwest Territories,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
435,Canada,Northwest Territories,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
436,Canada,Northwest Territories,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
437,Canada,Northwest Territories,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
438,Canada,Northwest Territories,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
439,Canada,Northwest Territories,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
440,Canada,Northwest Territories,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
441,Canada,Nunavut,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
442,Canada,Nunavut,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
443,Canada,Nunavut,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
444,Canada,Nunavut,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
445,Canada,Nunavut,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
446,Canada,Nunavut,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
447,Canada,Nunavut,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
448,Canada,Ontario,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
449,Canada,Ontario,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
450,Canada,Ontario,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
451,Canada,Ontario,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
452,Canada,Ontario,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
453,Canada,Ontario,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
454,Canada,Ontario,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
455,Canada,Prince Edward Island,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
456,Canada,Prince Edward Island,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
457,Canada,Prince Edward Island,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
458,Canada,Prince Edward Island,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
459,Canada,Prince Edward Island,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
460,Canada,Prince Edward Island,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
461,Canada,Prince Edward Island,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
462,Canada,Quebec,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
463,Canada,Quebec,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
464,Canada,Quebec,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
465,Canada,Quebec,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
466,Canada,Quebec,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
467,Canada,Quebec,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
468,Canada,Quebec,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
469,Canada,Saskatchewan,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
470,Canada,Saskatchewan,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
471,Canada,Saskatchewan,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
472,Canada,Saskatchewan,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
473,Canada,Saskatchewan,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
474,Canada,Saskatchewan,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
475,Canada,Saskatchewan,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
476,Canada,Yukon,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
477,Canada,Yukon,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
478,Canada,Yukon,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
479,Canada,Yukon,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
480,Canada,Yukon,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
481,Canada,Yukon,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
482,Canada,Yukon,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
483,Canada,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
484,Canada,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
485,Canada,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
486,Canada,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
487,Canada,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
488,Canada,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
489,Canada,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
490,Switzerland,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
491,Switzerland,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
492,Switzerland,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
493,Switzerland,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
494,Switzerland,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
495,Switzerland,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
496,Switzerland,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
497,Chile,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
498,Chile,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
499,Chile,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
500,Chile,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
501,Chile,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
502,Chile,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
503,Chile,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
504,China,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
505,China,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
506,China,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
507,China,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
508,China,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
509,China,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
510,China,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
511,Cote d'Ivoire,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
512,Cote d'Ivoire,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
513,Cote d'Ivoire,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
514,Cote d'Ivoire,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
515,Cote d'Ivoire,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
516,Cote d'Ivoire,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
517,Cote d'Ivoire,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
518,Cameroon,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
519,Cameroon,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
520,Cameroon,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
521,Cameroon,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
522,Cameroon,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
523,Cameroon,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
524,Cameroon,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
525,Democratic Republic of Congo,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
526,Democratic Republic of Congo,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
527,Democratic Republic of Congo,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
528,Democratic Republic of Congo,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
529,Democratic Republic of Congo,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
530,Democratic Republic of Congo,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
531,Democratic Republic of Congo,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
532,Congo,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
533,Congo,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
534,Congo,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
535,Congo,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
536,Congo,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
537,Congo,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
538,Congo,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
539,Colombia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
540,Colombia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
541,Colombia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
542,Colombia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
543,Colombia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
544,Colombia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
545,Colombia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
546,Comoros,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
547,Comoros,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
548,Comoros,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
549,Comoros,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
550,Comoros,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
551,Comoros,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
552,Comoros,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
553,Cape Verde,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
554,Cape Verde,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
555,Cape Verde,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
556,Cape Verde,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
557,Cape Verde,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
558,Cape Verde,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
559,Cape Verde,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
560,Costa Rica,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
561,Costa Rica,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
562,Costa Rica,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
563,Costa Rica,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
564,Costa Rica,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
565,Costa Rica,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
566,Costa Rica,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
567,Cuba,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
568,Cuba,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
569,Cuba,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
570,Cuba,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
571,Cuba,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
572,Cuba,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
573,Cuba,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
574,Cyprus,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
575,Cyprus,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
576,Cyprus,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
577,Cyprus,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
578,Cyprus,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
579,Cyprus,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
580,Cyprus,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
581,Czech Republic,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
582,Czech Republic,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
583,Czech Republic,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
584,Czech Republic,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
585,Czech Republic,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
586,Czech Republic,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
587,Czech Republic,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
588,Germany,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
589,Germany,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
590,Germany,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
591,Germany,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
592,Germany,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
593,Germany,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
594,Germany,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
595,Djibouti,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
596,Djibouti,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
597,Djibouti,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
598,Djibouti,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
599,Djibouti,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
600,Djibouti,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
601,Djibouti,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
602,Dominica,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
603,Dominica,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
604,Dominica,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
605,Dominica,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
606,Dominica,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
607,Dominica,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
608,Dominica,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
609,Denmark,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
610,Denmark,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
611,Denmark,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
612,Denmark,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
613,Denmark,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
614,Denmark,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
615,Denmark,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
616,Dominican Republic,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
617,Dominican Republic,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
618,Dominican Republic,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
619,Dominican Republic,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
620,Dominican Republic,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
621,Dominican Republic,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
622,Dominican Republic,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
623,Algeria,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
624,Algeria,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
625,Algeria,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
626,Algeria,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
627,Algeria,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
628,Algeria,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
629,Algeria,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
630,Ecuador,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
631,Ecuador,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
632,Ecuador,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
633,Ecuador,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
634,Ecuador,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
635,Ecuador,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
636,Ecuador,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
637,Egypt,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
638,Egypt,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
639,Egypt,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
640,Egypt,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
641,Egypt,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
642,Egypt,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
643,Egypt,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
644,Eritrea,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
645,Eritrea,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
646,Eritrea,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
647,Eritrea,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
648,Eritrea,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
649,Eritrea,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
650,Eritrea,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
651,Spain,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
652,Spain,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
653,Spain,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
654,Spain,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
655,Spain,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
656,Spain,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
657,Spain,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
658,Estonia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
